Periodo;Grupo;Producto;Super;Precio
Abr-25;Limpieza del hogar;Detergente para vajilla Hurra Nevex Limón Envase 1.250 lt.;El Dorado;129,9
Abr-25;Limpieza del hogar;Detergente para vajilla Hurra Nevex Limón Envase 1.250 lt.;FarmaGlobal;174,94
Abr-25;Limpieza del hogar;Detergente para vajilla Hurra Nevex Limón Envase 1.250 lt.;Farmashop;140
Abr-25;Limpieza del hogar;Detergente para vajilla Hurra Nevex Limón Envase 1.250 lt.;Macro;136,36
Abr-25;Limpieza del hogar;Detergente para vajilla Hurra Nevex Limón Envase 1.250 lt.;Micro Macro;139,89
Abr-25;Limpieza del hogar;Detergente para vajilla Hurra Nevex Limón Envase 1.250 lt.;Red Expres;143
Abr-25;Limpieza del hogar;Detergente para vajilla Hurra Nevex Limón Envase 1.250 lt.;Red Market;159
Abr-25;Limpieza del hogar;Detergente para vajilla Hurra Nevex Limón Envase 1.250 lt.;Ta - Ta;130
Abr-25;Limpieza del hogar;Detergente para vajilla Hurra Nevex Limón Envase 1.250 lt.;Tienda Inglesa;134
Abr-25;Limpieza del hogar;Detergente para vajilla Protergente limón Envase 1 lt.;Devoto;73
Abr-25;Limpieza del hogar;Detergente para vajilla Protergente limón Envase 1 lt.;Devoto Express;76
Abr-25;Limpieza del hogar;Detergente para vajilla Protergente limón Envase 1 lt.;Disco;73
Abr-25;Limpieza del hogar;Detergente para vajilla Protergente limón Envase 1 lt.;El Dorado;73
Abr-25;Limpieza del hogar;Detergente para vajilla Protergente limón Envase 1 lt.;Frog;67
Abr-25;Limpieza del hogar;Detergente para vajilla Protergente limón Envase 1 lt.;Kinko;90
Abr-25;Limpieza del hogar;Detergente para vajilla Protergente limón Envase 1 lt.;Red Expres;74
Abr-25;Limpieza del hogar;Detergente para vajilla Protergente limón Envase 1 lt.;Red Market;75
Abr-25;Limpieza del hogar;Detergente para vajilla Protergente limón Envase 1 lt.;Ta - Ta;73
Abr-25;Limpieza del hogar;Detergente para vajilla Protergente limón Envase 1 lt.;Tienda Inglesa;79
Abr-25;Limpieza del hogar;Hipoclorito de sodio Agua Jane Botella 1 lt.;Devoto;94
Abr-25;Limpieza del hogar;Hipoclorito de sodio Agua Jane Botella 1 lt.;Devoto Express;98
Abr-25;Limpieza del hogar;Hipoclorito de sodio Agua Jane Botella 1 lt.;Disco;94
Abr-25;Limpieza del hogar;Hipoclorito de sodio Agua Jane Botella 1 lt.;El Clon;79
Abr-25;Limpieza del hogar;Hipoclorito de sodio Agua Jane Botella 1 lt.;El Dorado;84
Abr-25;Limpieza del hogar;Hipoclorito de sodio Agua Jane Botella 1 lt.;FarmaGlobal;68
Abr-25;Limpieza del hogar;Hipoclorito de sodio Agua Jane Botella 1 lt.;Farmashop;84
Abr-25;Limpieza del hogar;Hipoclorito de sodio Agua Jane Botella 1 lt.;Kinko;99
Abr-25;Limpieza del hogar;Hipoclorito de sodio Agua Jane Botella 1 lt.;Macro;86,13
Abr-25;Limpieza del hogar;Hipoclorito de sodio Agua Jane Botella 1 lt.;Micro Macro;93,03
Abr-25;Limpieza del hogar;Hipoclorito de sodio Agua Jane Botella 1 lt.;Red Expres;78
Abr-25;Limpieza del hogar;Hipoclorito de sodio Agua Jane Botella 1 lt.;Red Market;84,75
Abr-25;Limpieza del hogar;Hipoclorito de sodio Agua Jane Botella 1 lt.;Ta - Ta;87
Abr-25;Limpieza del hogar;Hipoclorito de sodio Agua Jane Botella 1 lt.;Tienda Inglesa;67,5
Abr-25;Limpieza del hogar;Hipoclorito de sodio Sello Rojo Botella 1 lt.;Devoto;87
Abr-25;Limpieza del hogar;Hipoclorito de sodio Sello Rojo Botella 1 lt.;Devoto Express;90
Abr-25;Limpieza del hogar;Hipoclorito de sodio Sello Rojo Botella 1 lt.;Disco;87
Abr-25;Limpieza del hogar;Hipoclorito de sodio Sello Rojo Botella 1 lt.;El Dorado;84,9
Abr-25;Limpieza del hogar;Hipoclorito de sodio Sello Rojo Botella 1 lt.;FarmaGlobal;100
Abr-25;Limpieza del hogar;Hipoclorito de sodio Sello Rojo Botella 1 lt.;Farmashop;73
Abr-25;Limpieza del hogar;Hipoclorito de sodio Sello Rojo Botella 1 lt.;Frog;67
Abr-25;Limpieza del hogar;Hipoclorito de sodio Sello Rojo Botella 1 lt.;Kinko;85
Abr-25;Limpieza del hogar;Hipoclorito de sodio Sello Rojo Botella 1 lt.;Macro;74,29
Abr-25;Limpieza del hogar;Hipoclorito de sodio Sello Rojo Botella 1 lt.;Micro Macro;80,23
Abr-25;Limpieza del hogar;Hipoclorito de sodio Sello Rojo Botella 1 lt.;Red Expres;74
Abr-25;Limpieza del hogar;Hipoclorito de sodio Sello Rojo Botella 1 lt.;Red Market;72
Abr-25;Limpieza del hogar;Hipoclorito de sodio Sello Rojo Botella 1 lt.;Ta - Ta;86
Abr-25;Limpieza del hogar;Hipoclorito de sodio Sello Rojo Botella 1 lt.;Tienda Inglesa;90
Abr-25;Limpieza del hogar;Hipoclorito de sodio Solución Cristal Botella 1 lt.;El Dorado;74,9
Abr-25;Limpieza del hogar;Hipoclorito de sodio Solución Cristal Botella 1 lt.;FarmaGlobal;76
Abr-25;Limpieza del hogar;Hipoclorito de sodio Solución Cristal Botella 1 lt.;Farmashop;79
Abr-25;Limpieza del hogar;Hipoclorito de sodio Solución Cristal Botella 1 lt.;Frog;74
Abr-25;Limpieza del hogar;Hipoclorito de sodio Solución Cristal Botella 1 lt.;Red Expres;66
Abr-25;Limpieza del hogar;Hipoclorito de sodio Solución Cristal Botella 1 lt.;Red Market;52
Abr-25;Limpieza del hogar;Hipoclorito de sodio Solución Cristal Botella 1 lt.;Ta - Ta;76
Abr-25;Limpieza del hogar;Hipoclorito de sodio Solución Cristal Botella 1 lt.;Tienda Inglesa;76
Abr-25;Limpieza del hogar;Jabón en polvo máquina Drive Paquete 800 grs.;FarmaGlobal;178,53
Abr-25;Limpieza del hogar;Jabón en polvo máquina Drive Paquete 800 grs.;Red Expres;169
Abr-25;Limpieza del hogar;Jabón en polvo máquina Drive Paquete 800 grs.;Red Market;149,5
Abr-25;Limpieza del hogar;Jabón en polvo máquina Drive Paquete 800 grs.;Tienda Inglesa;134
Abr-25;Limpieza del hogar;Jabón en polvo máquina Nevex Paquete 800 grs.;Devoto;198
Abr-25;Limpieza del hogar;Jabón en polvo máquina Nevex Paquete 800 grs.;Devoto Express;204
Abr-25;Limpieza del hogar;Jabón en polvo máquina Nevex Paquete 800 grs.;Disco;198
Abr-25;Limpieza del hogar;Jabón en polvo máquina Nevex Paquete 800 grs.;El Clon;189
Abr-25;Limpieza del hogar;Jabón en polvo máquina Nevex Paquete 800 grs.;El Dorado;204,9
Abr-25;Limpieza del hogar;Jabón en polvo máquina Nevex Paquete 800 grs.;FarmaGlobal;229,57
Abr-25;Limpieza del hogar;Jabón en polvo máquina Nevex Paquete 800 grs.;Farmashop;179
Abr-25;Limpieza del hogar;Jabón en polvo máquina Nevex Paquete 800 grs.;Macro;184,82
Abr-25;Limpieza del hogar;Jabón en polvo máquina Nevex Paquete 800 grs.;Micro Macro;199,61
Abr-25;Limpieza del hogar;Jabón en polvo máquina Nevex Paquete 800 grs.;Red Expres;190
Abr-25;Limpieza del hogar;Jabón en polvo máquina Nevex Paquete 800 grs.;Red Market;199
Abr-25;Limpieza del hogar;Jabón en polvo máquina Nevex Paquete 800 grs.;Ta - Ta;198
Abr-25;Limpieza del hogar;Jabón en polvo máquina Nevex Paquete 800 grs.;Tienda Inglesa;189
Abr-25;Limpieza del hogar;Jabón en polvo máquina Skip - Paquete azul Paquete 800 grs.;Devoto;151
Abr-25;Limpieza del hogar;Jabón en polvo máquina Skip - Paquete azul Paquete 800 grs.;Devoto Express;156
Abr-25;Limpieza del hogar;Jabón en polvo máquina Skip - Paquete azul Paquete 800 grs.;Disco;151
Abr-25;Limpieza del hogar;Jabón en polvo máquina Skip - Paquete azul Paquete 800 grs.;El Dorado;154,9
Abr-25;Limpieza del hogar;Jabón en polvo máquina Skip - Paquete azul Paquete 800 grs.;FarmaGlobal;175,51
Abr-25;Limpieza del hogar;Jabón en polvo máquina Skip - Paquete azul Paquete 800 grs.;Farmashop;142
Abr-25;Limpieza del hogar;Jabón en polvo máquina Skip - Paquete azul Paquete 800 grs.;Red Expres;152
Abr-25;Limpieza del hogar;Jabón en polvo máquina Skip - Paquete azul Paquete 800 grs.;Red Market;149,45
Abr-25;Limpieza del hogar;Jabón en polvo máquina Skip - Paquete azul Paquete 800 grs.;San Roque;152
Abr-25;Limpieza del hogar;Jabón en polvo máquina Skip - Paquete azul Paquete 800 grs.;Ta - Ta;152
Abr-25;Limpieza del hogar;Jabón en polvo máquina Skip - Paquete azul Paquete 800 grs.;Tienda Inglesa;155
Abr-25;Limpieza del hogar;Jabón para ropa en barra Bull Dog Unidad 300 grs.;El Clon;79
Abr-25;Limpieza del hogar;Jabón para ropa en barra Bull Dog Unidad 300 grs.;El Dorado;46
Abr-25;Limpieza del hogar;Jabón para ropa en barra Bull Dog Unidad 300 grs.;FarmaGlobal;52
Abr-25;Limpieza del hogar;Jabón para ropa en barra Bull Dog Unidad 300 grs.;Farmashop;87
Abr-25;Limpieza del hogar;Jabón para ropa en barra Bull Dog Unidad 300 grs.;Red Expres;87
Abr-25;Limpieza del hogar;Jabón para ropa en barra Bull Dog Unidad 300 grs.;Red Market;45
Abr-25;Limpieza del hogar;Jabón para ropa en barra Bull Dog Unidad 300 grs.;Ta - Ta;89
Abr-25;Limpieza del hogar;Jabón para ropa en barra Bull Dog Unidad 300 grs.;Tienda Inglesa;96
Abr-25;Limpieza del hogar;Jabón para ropa en barra Nevex Unidad 200 grs.;Devoto;58
Abr-25;Limpieza del hogar;Jabón para ropa en barra Nevex Unidad 200 grs.;Devoto Express;60
Abr-25;Limpieza del hogar;Jabón para ropa en barra Nevex Unidad 200 grs.;Disco;58
Abr-25;Limpieza del hogar;Jabón para ropa en barra Nevex Unidad 200 grs.;El Dorado;59,9
Abr-25;Limpieza del hogar;Jabón para ropa en barra Nevex Unidad 200 grs.;FarmaGlobal;68,05
Abr-25;Limpieza del hogar;Jabón para ropa en barra Nevex Unidad 200 grs.;Frog;58
Abr-25;Limpieza del hogar;Jabón para ropa en barra Nevex Unidad 200 grs.;Red Expres;57
Abr-25;Limpieza del hogar;Jabón para ropa en barra Nevex Unidad 200 grs.;Red Market;60,5
Abr-25;Limpieza del hogar;Jabón para ropa en barra Nevex Unidad 200 grs.;Tienda Inglesa;61
Abr-25;Limpieza del hogar;Jabón para ropa en barra Primor Unidad 300 grs.;Devoto;36
Abr-25;Limpieza del hogar;Jabón para ropa en barra Primor Unidad 300 grs.;Devoto Express;36
Abr-25;Limpieza del hogar;Jabón para ropa en barra Primor Unidad 300 grs.;Disco;36
Abr-25;Limpieza del hogar;Jabón para ropa en barra Primor Unidad 300 grs.;El Dorado;44,9
Abr-25;Limpieza del hogar;Jabón para ropa en barra Primor Unidad 300 grs.;Farmashop;35
Abr-25;Limpieza del hogar;Jabón para ropa en barra Primor Unidad 300 grs.;Red Expres;39
Abr-25;Limpieza del hogar;Jabón para ropa en barra Primor Unidad 300 grs.;Red Market;35
Abr-25;Limpieza del hogar;Jabón para ropa en barra Primor Unidad 300 grs.;Ta - Ta;37
Abr-25;Limpieza del hogar;Jabón para ropa en barra Primor Unidad 300 grs.;Tienda Inglesa;35
Abr-25;;Establecimientos Relevados;Devoto;23
Abr-25;;Establecimientos Relevados;Devoto Express;36
Abr-25;;Establecimientos Relevados;Disco;29
Abr-25;;Establecimientos Relevados;El Clon;16
Abr-25;;Establecimientos Relevados;El Dorado;68
Abr-25;;Establecimientos Relevados;FarmaGlobal;10
Abr-25;;Establecimientos Relevados;Farmashop;157
Abr-25;;Establecimientos Relevados;Frog;22
Abr-25;;Establecimientos Relevados;Kinko;28
Abr-25;;Establecimientos Relevados;Macro;8
Abr-25;;Establecimientos Relevados;Micro Macro;7
Abr-25;;Establecimientos Relevados;Pigalle;18
Abr-25;;Establecimientos Relevados;Red Expres;59
Abr-25;;Establecimientos Relevados;Red Market;6
Abr-25;;Establecimientos Relevados;San Roque;32
Abr-25;;Establecimientos Relevados;Ta - Ta;86
Abr-25;;Establecimientos Relevados;Tienda Inglesa;19
Ago-25;Alimentos y bebidas;Aceite de girasol Marcas Propias Envase 900 cc;Devoto;79
Ago-25;Alimentos y bebidas;Aceite de girasol Marcas Propias Envase 900 cc;Devoto Express;79
Ago-25;Alimentos y bebidas;Aceite de girasol Marcas Propias Envase 900 cc;Disco;79
Ago-25;Alimentos y bebidas;Aceite de girasol Marcas Propias Envase 900 cc;Ta - Ta;99
Ago-25;Alimentos y bebidas;Aceite de girasol Marcas Propias Envase 900 cc;Tienda Inglesa;89
Ago-25;Alimentos y bebidas;Aceite de girasol Río de la Plata Envase 900 cc;Devoto;119
Ago-25;Alimentos y bebidas;Aceite de girasol Río de la Plata Envase 900 cc;Devoto Express;123
Ago-25;Alimentos y bebidas;Aceite de girasol Río de la Plata Envase 900 cc;Disco;119
Ago-25;Alimentos y bebidas;Aceite de girasol Río de la Plata Envase 900 cc;El Dorado;119
Ago-25;Alimentos y bebidas;Aceite de girasol Río de la Plata Envase 900 cc;Frog;130
Ago-25;Alimentos y bebidas;Aceite de girasol Río de la Plata Envase 900 cc;Kinko;132
Ago-25;Alimentos y bebidas;Aceite de girasol Río de la Plata Envase 900 cc;Red Expres;116
Ago-25;Alimentos y bebidas;Aceite de girasol Río de la Plata Envase 900 cc;Red Market;116,95
Ago-25;Alimentos y bebidas;Aceite de girasol Río de la Plata Envase 900 cc;Ta - Ta;123
Ago-25;Alimentos y bebidas;Aceite de girasol Río de la Plata Envase 900 cc;Tienda Inglesa;127
Ago-25;Alimentos y bebidas;Aceite de girasol Uruguay Envase 900 cc;El Clon;79
Ago-25;Alimentos y bebidas;Aceite de girasol Uruguay Envase 900 cc;El Dorado;89
Ago-25;Alimentos y bebidas;Aceite de girasol Uruguay Envase 900 cc;Macro;89,46
Ago-25;Alimentos y bebidas;Aceite de girasol Uruguay Envase 900 cc;Micro Macro;96,62
Ago-25;Alimentos y bebidas;Aceite de girasol Uruguay Envase 900 cc;Red Expres;79
Ago-25;Alimentos y bebidas;Aceite de girasol Uruguay Envase 900 cc;Red Market;85
Ago-25;Alimentos y bebidas;Aceite de girasol Uruguay Envase 900 cc;Ta - Ta;89
Ago-25;Alimentos y bebidas;Aceite de girasol Uruguay Envase 900 cc;Tienda Inglesa;101
Ago-25;Alimentos y bebidas;Aceite de girasol Óptimo Envase 900 cc;Devoto;98
Ago-25;Alimentos y bebidas;Aceite de girasol Óptimo Envase 900 cc;Devoto Express;101
Ago-25;Alimentos y bebidas;Aceite de girasol Óptimo Envase 900 cc;Disco;98
Ago-25;Alimentos y bebidas;Aceite de girasol Óptimo Envase 900 cc;El Clon;89
Ago-25;Alimentos y bebidas;Aceite de girasol Óptimo Envase 900 cc;El Dorado;98
Ago-25;Alimentos y bebidas;Aceite de girasol Óptimo Envase 900 cc;Frog;122
Ago-25;Alimentos y bebidas;Aceite de girasol Óptimo Envase 900 cc;Kinko;99
Ago-25;Alimentos y bebidas;Aceite de girasol Óptimo Envase 900 cc;Macro;95,99
Ago-25;Alimentos y bebidas;Aceite de girasol Óptimo Envase 900 cc;Micro Macro;95,99
Ago-25;Alimentos y bebidas;Aceite de girasol Óptimo Envase 900 cc;Red Expres;109
Ago-25;Alimentos y bebidas;Aceite de girasol Óptimo Envase 900 cc;Red Market;99
Ago-25;Alimentos y bebidas;Aceite de girasol Óptimo Envase 900 cc;Ta - Ta;99
Ago-25;Alimentos y bebidas;Aceite de girasol Óptimo Envase 900 cc;Tienda Inglesa;102
Ago-25;Alimentos y bebidas;Aceite de maíz Delicia Envase 900 cc;Devoto;129
Ago-25;Alimentos y bebidas;Aceite de maíz Delicia Envase 900 cc;Devoto Express;133
Ago-25;Alimentos y bebidas;Aceite de maíz Delicia Envase 900 cc;Disco;129
Ago-25;Alimentos y bebidas;Aceite de maíz Delicia Envase 900 cc;El Clon;98
Ago-25;Alimentos y bebidas;Aceite de maíz Delicia Envase 900 cc;El Dorado;127
Ago-25;Alimentos y bebidas;Aceite de maíz Delicia Envase 900 cc;Macro;112,98
Ago-25;Alimentos y bebidas;Aceite de maíz Delicia Envase 900 cc;Micro Macro;122,02
Ago-25;Alimentos y bebidas;Aceite de maíz Delicia Envase 900 cc;Red Expres;121
Ago-25;Alimentos y bebidas;Aceite de maíz Delicia Envase 900 cc;Red Market;105
Ago-25;Alimentos y bebidas;Aceite de maíz Delicia Envase 900 cc;Ta - Ta;129
Ago-25;Alimentos y bebidas;Aceite de maíz Delicia Envase 900 cc;Tienda Inglesa;140
Ago-25;Alimentos y bebidas;Aceite de maíz Río de la Plata Envase 900 cc;Devoto;139
Ago-25;Alimentos y bebidas;Aceite de maíz Río de la Plata Envase 900 cc;Devoto Express;143
Ago-25;Alimentos y bebidas;Aceite de maíz Río de la Plata Envase 900 cc;Disco;139
Ago-25;Alimentos y bebidas;Aceite de maíz Río de la Plata Envase 900 cc;El Dorado;138
Ago-25;Alimentos y bebidas;Aceite de maíz Río de la Plata Envase 900 cc;Frog;109
Ago-25;Alimentos y bebidas;Aceite de maíz Río de la Plata Envase 900 cc;Kinko;145
Ago-25;Alimentos y bebidas;Aceite de maíz Río de la Plata Envase 900 cc;Red Expres;140
Ago-25;Alimentos y bebidas;Aceite de maíz Río de la Plata Envase 900 cc;Red Market;142
Ago-25;Alimentos y bebidas;Aceite de maíz Río de la Plata Envase 900 cc;Ta - Ta;143
Ago-25;Alimentos y bebidas;Aceite de maíz Río de la Plata Envase 900 cc;Tienda Inglesa;149
Ago-25;Alimentos y bebidas;Aceite de soja Condesa Envase 900 cc;Devoto;75
Ago-25;Alimentos y bebidas;Aceite de soja Condesa Envase 900 cc;Devoto Express;77
Ago-25;Alimentos y bebidas;Aceite de soja Condesa Envase 900 cc;Disco;75
Ago-25;Alimentos y bebidas;Aceite de soja Condesa Envase 900 cc;El Clon;68
Ago-25;Alimentos y bebidas;Aceite de soja Condesa Envase 900 cc;El Dorado;65
Ago-25;Alimentos y bebidas;Aceite de soja Condesa Envase 900 cc;Red Expres;71
Ago-25;Alimentos y bebidas;Aceite de soja Condesa Envase 900 cc;Red Market;69
Ago-25;Alimentos y bebidas;Aceite de soja Condesa Envase 900 cc;Ta - Ta;72
Ago-25;Alimentos y bebidas;Aceite de soja Condesa Envase 900 cc;Tienda Inglesa;79
Ago-25;Alimentos y bebidas;Aceite de soja Río de la Plata Envase 900 cc;El Dorado;60
Ago-25;Alimentos y bebidas;Aceite de soja Río de la Plata Envase 900 cc;Frog;90
Ago-25;Alimentos y bebidas;Aceite de soja Río de la Plata Envase 900 cc;Kinko;90
Ago-25;Alimentos y bebidas;Aceite de soja Río de la Plata Envase 900 cc;Red Expres;69
Ago-25;Alimentos y bebidas;Aceite de soja Río de la Plata Envase 900 cc;Red Market;75,95
Ago-25;Alimentos y bebidas;Aceite de soja Río de la Plata Envase 900 cc;Ta - Ta;80
Ago-25;Alimentos y bebidas;Aceite de soja Río de la Plata Envase 900 cc;Tienda Inglesa;80
Ago-25;Alimentos y bebidas;Agua de mesa con gas Matutina Envase 2 lt.;Devoto;63
Ago-25;Alimentos y bebidas;Agua de mesa con gas Matutina Envase 2 lt.;Devoto Express;65
Ago-25;Alimentos y bebidas;Agua de mesa con gas Matutina Envase 2 lt.;Disco;63
Ago-25;Alimentos y bebidas;Agua de mesa con gas Matutina Envase 2 lt.;El Clon;62
Ago-25;Alimentos y bebidas;Agua de mesa con gas Matutina Envase 2 lt.;El Dorado;63
Ago-25;Alimentos y bebidas;Agua de mesa con gas Matutina Envase 2 lt.;Frog;61
Ago-25;Alimentos y bebidas;Agua de mesa con gas Matutina Envase 2 lt.;Kinko;69
Ago-25;Alimentos y bebidas;Agua de mesa con gas Matutina Envase 2 lt.;Macro;63
Ago-25;Alimentos y bebidas;Agua de mesa con gas Matutina Envase 2 lt.;Micro Macro;63,5
Ago-25;Alimentos y bebidas;Agua de mesa con gas Matutina Envase 2 lt.;Red Expres;59
Ago-25;Alimentos y bebidas;Agua de mesa con gas Matutina Envase 2 lt.;Red Market;61
Ago-25;Alimentos y bebidas;Agua de mesa con gas Matutina Envase 2 lt.;Ta - Ta;63
Ago-25;Alimentos y bebidas;Agua de mesa con gas Matutina Envase 2 lt.;Tienda Inglesa;66
Ago-25;Alimentos y bebidas;Agua de mesa con gas Nativa Envase 2 lt.;Devoto;76
Ago-25;Alimentos y bebidas;Agua de mesa con gas Nativa Envase 2 lt.;Devoto Express;78
Ago-25;Alimentos y bebidas;Agua de mesa con gas Nativa Envase 2 lt.;Disco;76
Ago-25;Alimentos y bebidas;Agua de mesa con gas Nativa Envase 2 lt.;El Clon;75
Ago-25;Alimentos y bebidas;Agua de mesa con gas Nativa Envase 2 lt.;El Dorado;74,9
Ago-25;Alimentos y bebidas;Agua de mesa con gas Nativa Envase 2 lt.;Frog;68
Ago-25;Alimentos y bebidas;Agua de mesa con gas Nativa Envase 2 lt.;Red Expres;74
Ago-25;Alimentos y bebidas;Agua de mesa con gas Nativa Envase 2 lt.;Ta - Ta;75
Ago-25;Alimentos y bebidas;Agua de mesa con gas Nativa Envase 2 lt.;Tienda Inglesa;78
Ago-25;Alimentos y bebidas;Agua de mesa con gas Salus Envase 2,25 lt.;Devoto;78
Ago-25;Alimentos y bebidas;Agua de mesa con gas Salus Envase 2,25 lt.;Devoto Express;78
Ago-25;Alimentos y bebidas;Agua de mesa con gas Salus Envase 2,25 lt.;Disco;78
Ago-25;Alimentos y bebidas;Agua de mesa con gas Salus Envase 2,25 lt.;El Clon;79
Ago-25;Alimentos y bebidas;Agua de mesa con gas Salus Envase 2,25 lt.;El Dorado;78
Ago-25;Alimentos y bebidas;Agua de mesa con gas Salus Envase 2,25 lt.;Farmashop;84
Ago-25;Alimentos y bebidas;Agua de mesa con gas Salus Envase 2,25 lt.;Macro;77,99
Ago-25;Alimentos y bebidas;Agua de mesa con gas Salus Envase 2,25 lt.;Micro Macro;77,99
Ago-25;Alimentos y bebidas;Agua de mesa con gas Salus Envase 2,25 lt.;Red Expres;76
Ago-25;Alimentos y bebidas;Agua de mesa con gas Salus Envase 2,25 lt.;Red Market;68
Ago-25;Alimentos y bebidas;Agua de mesa con gas Salus Envase 2,25 lt.;Ta - Ta;78
Ago-25;Alimentos y bebidas;Agua de mesa con gas Salus Envase 2,25 lt.;Tienda Inglesa;82
Ago-25;Alimentos y bebidas;Agua de mesa sin gas Matutina 2,5 lts;Devoto;63
Ago-25;Alimentos y bebidas;Agua de mesa sin gas Matutina 2,5 lts;Devoto Express;65
Ago-25;Alimentos y bebidas;Agua de mesa sin gas Matutina 2,5 lts;Disco;63
Ago-25;Alimentos y bebidas;Agua de mesa sin gas Matutina 2,5 lts;El Clon;62
Ago-25;Alimentos y bebidas;Agua de mesa sin gas Matutina 2,5 lts;El Dorado;63
Ago-25;Alimentos y bebidas;Agua de mesa sin gas Matutina 2,5 lts;Macro;63
Ago-25;Alimentos y bebidas;Agua de mesa sin gas Matutina 2,5 lts;Micro Macro;63,5
Ago-25;Alimentos y bebidas;Agua de mesa sin gas Matutina 2,5 lts;Red Expres;59
Ago-25;Alimentos y bebidas;Agua de mesa sin gas Matutina 2,5 lts;Red Market;61
Ago-25;Alimentos y bebidas;Agua de mesa sin gas Matutina 2,5 lts;Ta - Ta;63
Ago-25;Alimentos y bebidas;Agua de mesa sin gas Matutina 2,5 lts;Tienda Inglesa;66
Ago-25;Alimentos y bebidas;Agua de mesa sin gas Salus 2,25 lts;Devoto;78
Ago-25;Alimentos y bebidas;Agua de mesa sin gas Salus 2,25 lts;Devoto Express;78
Ago-25;Alimentos y bebidas;Agua de mesa sin gas Salus 2,25 lts;Disco;78
Ago-25;Alimentos y bebidas;Agua de mesa sin gas Salus 2,25 lts;El Clon;82
Ago-25;Alimentos y bebidas;Agua de mesa sin gas Salus 2,25 lts;El Dorado;78
Ago-25;Alimentos y bebidas;Agua de mesa sin gas Salus 2,25 lts;Farmashop;84
Ago-25;Alimentos y bebidas;Agua de mesa sin gas Salus 2,25 lts;Macro;77,99
Ago-25;Alimentos y bebidas;Agua de mesa sin gas Salus 2,25 lts;Micro Macro;77,99
Ago-25;Alimentos y bebidas;Agua de mesa sin gas Salus 2,25 lts;Red Expres;76
Ago-25;Alimentos y bebidas;Agua de mesa sin gas Salus 2,25 lts;Red Market;68
Ago-25;Alimentos y bebidas;Agua de mesa sin gas Salus 2,25 lts;Ta - Ta;78
Ago-25;Alimentos y bebidas;Agua de mesa sin gas Salus 2,25 lts;Tienda Inglesa;82
Ago-25;Alimentos y bebidas;Agua de mesa sin gas Vitale 2,5 lts;Devoto;64
Ago-25;Alimentos y bebidas;Agua de mesa sin gas Vitale 2,5 lts;Devoto Express;64
Ago-25;Alimentos y bebidas;Agua de mesa sin gas Vitale 2,5 lts;Disco;64
Ago-25;Alimentos y bebidas;Agua de mesa sin gas Vitale 2,5 lts;El Clon;70
Ago-25;Alimentos y bebidas;Agua de mesa sin gas Vitale 2,5 lts;El Dorado;54
Ago-25;Alimentos y bebidas;Agua de mesa sin gas Vitale 2,5 lts;Red Expres;64
Ago-25;Alimentos y bebidas;Agua de mesa sin gas Vitale 2,5 lts;Red Market;64
Ago-25;Alimentos y bebidas;Agua de mesa sin gas Vitale 2,5 lts;Ta - Ta;70
Ago-25;Alimentos y bebidas;Agua de mesa sin gas Vitale 2,5 lts;Tienda Inglesa;67
Ago-25;Alimentos y bebidas;Agua mineral sin gas(bidón) Nativa 6lts;Devoto;135
Ago-25;Alimentos y bebidas;Agua mineral sin gas(bidón) Nativa 6lts;Devoto Express;135
Ago-25;Alimentos y bebidas;Agua mineral sin gas(bidón) Nativa 6lts;Disco;135
Ago-25;Alimentos y bebidas;Agua mineral sin gas(bidón) Nativa 6lts;El Clon;128
Ago-25;Alimentos y bebidas;Agua mineral sin gas(bidón) Nativa 6lts;El Dorado;124,9
Ago-25;Alimentos y bebidas;Agua mineral sin gas(bidón) Nativa 6lts;Macro;121,51
Ago-25;Alimentos y bebidas;Agua mineral sin gas(bidón) Nativa 6lts;Micro Macro;121,51
Ago-25;Alimentos y bebidas;Agua mineral sin gas(bidón) Nativa 6lts;Red Expres;132
Ago-25;Alimentos y bebidas;Agua mineral sin gas(bidón) Nativa 6lts;Red Market;119
Ago-25;Alimentos y bebidas;Agua mineral sin gas(bidón) Nativa 6lts;Ta - Ta;135
Ago-25;Alimentos y bebidas;Agua mineral sin gas(bidón) Nativa 6lts;Tienda Inglesa;136
Ago-25;Alimentos y bebidas;Agua mineral sin gas(bidón) Salus 6,25lts;Devoto;144
Ago-25;Alimentos y bebidas;Agua mineral sin gas(bidón) Salus 6,25lts;Devoto Express;144
Ago-25;Alimentos y bebidas;Agua mineral sin gas(bidón) Salus 6,25lts;Disco;144
Ago-25;Alimentos y bebidas;Agua mineral sin gas(bidón) Salus 6,25lts;El Dorado;132
Ago-25;Alimentos y bebidas;Agua mineral sin gas(bidón) Salus 6,25lts;Farmashop;154
Ago-25;Alimentos y bebidas;Agua mineral sin gas(bidón) Salus 6,25lts;Macro;129
Ago-25;Alimentos y bebidas;Agua mineral sin gas(bidón) Salus 6,25lts;Micro Macro;129
Ago-25;Alimentos y bebidas;Agua mineral sin gas(bidón) Salus 6,25lts;Red Expres;122
Ago-25;Alimentos y bebidas;Agua mineral sin gas(bidón) Salus 6,25lts;Red Market;144
Ago-25;Alimentos y bebidas;Agua mineral sin gas(bidón) Salus 6,25lts;Ta - Ta;144
Ago-25;Alimentos y bebidas;Agua mineral sin gas(bidón) Salus 6,25lts;Tienda Inglesa;145
